Product Name,Description,Price,Product Number,"naming convention (0 = specify image name, 1 = follow naming convention)",image filename (if needed)
One of a Kind Half and Half Bracelet with Swarovski Crystal K050,"This beautiful one of a kind bracelet offers the fit of a small bead bracelet, while still showing off the design of the three larger beads, with an added touch of sparkle!",62,,1,
One of a Kind Half and Half Bracelet with Swarovski Crystal K049,"This beautiful one of a kind bracelet offers the fit of a small bead bracelet, while still showing off the design of the three larger beads, with an added touch of sparkle!",62,,1,
One of a Kind Half and Half Bracelet with Swarovski Crystal K048,"This beautiful one of a kind bracelet offers the fit of a small bead bracelet, while still showing off the design of the three larger beads, with an added touch of sparkle!",62,,1,
One of a Kind Half and Half Bracelet with Swarovski Crystal K047,"This beautiful one of a kind bracelet offers the fit of a small bead bracelet, while still showing off the design of the three larger beads, with an added touch of sparkle!",62,,1,
One of a Kind Half and Half Bracelet with Swarovski Crystal K046,"This beautiful one of a kind bracelet offers the fit of a small bead bracelet, while still showing off the design of the three larger beads, with an added touch of sparkle!",62,,1,
One of a Kind Half and Half Bracelet with Swarovski Crystal K047,"This beautiful one of a kind bracelet offers the fit of a small bead bracelet, while still showing off the design of the three larger beads, with an added touch of sparkle!",62,,1,
